return_id,transaction_id,return_date,return_reason,refund_amount
RET00421,TX002782,2026-02-01 00:00:00,Defective,71.17
RET00422,TX002800,2026-03-08 00:00:00,Changed Mind,64.65
RET00423,TX002804,2026-04-04 00:00:00,Not as Described,112.68
RET00424,TX002820,2025-06-06 00:00:00,Changed Mind,50.32
RET00425,TX002821,2025-07-05 00:00:00,Wrong Size,88.32
RET00426,TX002827,2026-03-10 00:00:00,Defective,161.44
RET00427,TX002835,2026-04-06 00:00:00,Defective,36.11
RET00428,TX002846,2026-04-10 00:00:00,Wrong Size,38.94
RET00429,TX002849,2026-03-22 00:00:00,Late Delivery,54.5
RET00430,TX002878,2025-07-21 00:00:00,Not as Described,60.87
RET00431,TX002890,2026-06-06 00:00:00,Wrong Size,79.92
RET00432,TX002891,2024-06-15 00:00:00,Not as Described,117.23
RET00433,TX002892,2025-07-07 00:00:00,Not as Described,92.86
RET00434,TX002894,2025-05-08 00:00:00,Not as Described,28.06
RET00435,TX002905,2025-12-17 00:00:00,Defective,55.9
RET00436,TX002914,2025-07-26 00:00:00,Not as Described,15.24
RET00437,TX002917,2026-03-29 00:00:00,Wrong Size,82.02
RET00438,TX002922,2026-03-09 00:00:00,Late Delivery,112.95
RET00439,TX002930,2026-04-15 00:00:00,Late Delivery,51.15
RET00440,TX002940,2026-06-26 00:00:00,Changed Mind,79.51
RET00441,TX002954,2025-11-04 00:00:00,Late Delivery,88.81
RET00442,TX002958,2025-02-04 00:00:00,Defective,148.26
RET00443,TX002960,2026-02-08 00:00:00,Changed Mind,208.92
RET00444,TX002968,2025-05-30 00:00:00,Changed Mind,95.01
RET00445,TX002974,2024-09-28 00:00:00,Late Delivery,110.55
RET00446,TX002978,2026-06-16 00:00:00,Changed Mind,75.27
RET00447,TX002979,2025-01-30 00:00:00,Defective,90.55
RET00448,TX002991,2024-11-26 00:00:00,Not as Described,38.16
RET00449,TX002993,2025-03-21 00:00:00,Late Delivery,185.39
RET00450,TX002998,2025-03-05 00:00:00,Wrong Size,41.42
RET00451,TX003000,2025-10-21 00:00:00,Late Delivery,135.92
RET00452,TX003010,2025-04-08 00:00:00,Not as Described,39.25
RET00453,TX003013,2025-10-03 00:00:00,Not as Described,70.83
RET00454,TX003016,2026-01-21 00:00:00,Not as Described,163.2
RET00455,TX003031,2026-03-29 00:00:00,Changed Mind,94.51
RET00456,TX003033,2025-06-26 00:00:00,Not as Described,73.6
RET00457,TX003039,2026-06-23 00:00:00,Defective,89.72
RET00458,TX003050,2026-05-13 00:00:00,Changed Mind,92.16
RET00459,TX003053,2025-12-12 00:00:00,Changed Mind,63.83
RET00460,TX003054,2025-06-12 00:00:00,Not as Described,67.47
RET00461,TX003060,2025-10-17 00:00:00,Defective,160.55
RET00462,TX003061,2025-12-11 00:00:00,Defective,349.68
RET00463,TX003065,2026-05-02 00:00:00,Defective,192.25
RET00464,TX003094,2025-09-10 00:00:00,Late Delivery,98.6
RET00465,TX003097,2025-10-12 00:00:00,Defective,167.76
RET00466,TX003101,2026-04-29 00:00:00,Defective,23.83
RET00467,TX003113,2026-03-05 00:00:00,Not as Described,322.6
RET00468,TX003114,2026-05-18 00:00:00,Wrong Size,66.85
RET00469,TX003115,2026-06-10 00:00:00,Wrong Size,216.73
RET00470,TX003119,2024-08-07 00:00:00,Changed Mind,56.59
RET00471,TX003125,2026-05-21 00:00:00,Not as Described,186.85
RET00472,TX003126,2026-05-28 00:00:00,Late Delivery,69.41
RET00473,TX003129,2025-12-12 00:00:00,Not as Described,240.02
RET00474,TX003137,2024-03-10 00:00:00,Changed Mind,86.88
RET00475,TX003153,2026-05-13 00:00:00,Wrong Size,23.49
RET00476,TX003157,2024-12-20 00:00:00,Late Delivery,47.91
RET00477,TX003164,2026-04-16 00:00:00,Changed Mind,405.32
RET00478,TX003165,2026-01-12 00:00:00,Defective,122.93
RET00479,TX003198,2026-04-20 00:00:00,Defective,65.0
RET00480,TX003200,2026-06-28 00:00:00,Changed Mind,90.66
RET00481,TX003204,2026-02-25 00:00:00,Changed Mind,113.21
RET00482,TX003215,2026-06-11 00:00:00,Not as Described,159.1
RET00483,TX003217,2026-06-30 00:00:00,Wrong Size,37.66
RET00484,TX003218,2024-12-20 00:00:00,Changed Mind,106.11
RET00485,TX003228,2026-05-02 00:00:00,Defective,92.61
RET00486,TX003234,2025-11-22 00:00:00,Late Delivery,231.76
RET00487,TX003238,2026-02-06 00:00:00,Defective,102.83
RET00488,TX003240,2026-02-17 00:00:00,Defective,121.51
RET00489,TX003241,2026-02-27 00:00:00,Wrong Size,336.74
RET00490,TX003255,2026-04-20 00:00:00,Defective,109.56
RET00491,TX003259,2026-06-24 00:00:00,Changed Mind,93.1
RET00492,TX003261,2026-02-03 00:00:00,Changed Mind,47.21
RET00493,TX003272,2026-06-12 00:00:00,Defective,96.34
RET00494,TX003277,2025-10-15 00:00:00,Changed Mind,119.4
RET00495,TX003289,2026-05-15 00:00:00,Wrong Size,88.07
RET00496,TX003291,2024-12-07 00:00:00,Not as Described,47.31
RET00497,TX003300,2025-08-13 00:00:00,Changed Mind,58.26
RET00498,TX003302,2026-06-06 00:00:00,Changed Mind,107.88
RET00499,TX003337,2026-05-07 00:00:00,Not as Described,223.15
RET00500,TX003351,2025-09-27 00:00:00,Defective,110.58
RET00501,TX003356,2026-04-10 00:00:00,Changed Mind,64.13
RET00502,TX003366,2026-03-07 00:00:00,Defective,114.16
RET00503,TX003368,2026-01-12 00:00:00,Wrong Size,219.9
RET00504,TX003377,2026-05-10 00:00:00,Not as Described,124.24
RET00505,TX003383,2025-07-07 00:00:00,Late Delivery,26.44
RET00506,TX003389,2026-06-05 00:00:00,Defective,74.61
RET00507,TX003396,2026-05-14 00:00:00,Changed Mind,61.45
RET00508,TX003405,2026-06-29 00:00:00,Changed Mind,161.64
RET00509,TX003408,2026-03-16 00:00:00,Not as Described,36.51
RET00510,TX003410,2026-06-04 00:00:00,Not as Described,99.53
RET00511,TX003445,2024-12-05 00:00:00,Defective,174.51
RET00512,TX003452,2025-10-21 00:00:00,Not as Described,96.35
RET00513,TX003458,2025-03-05 00:00:00,Late Delivery,123.92
RET00514,TX003459,2025-03-15 00:00:00,Changed Mind,22.23
RET00515,TX003467,2026-05-12 00:00:00,Wrong Size,199.37
RET00516,TX003473,2025-12-28 00:00:00,Changed Mind,122.27
RET00517,TX003480,2025-08-10 00:00:00,Changed Mind,40.38
RET00518,TX003486,2026-03-21 00:00:00,Not as Described,252.25
RET00519,TX003525,2025-02-04 00:00:00,Defective,125.18
RET00520,TX003528,2026-02-11 00:00:00,Not as Described,210.66
RET00521,TX003533,2026-03-15 00:00:00,Changed Mind,25.95
RET00522,TX003550,2024-09-10 00:00:00,Not as Described,64.35
RET00523,TX003553,2025-09-27 00:00:00,Wrong Size,94.23
RET00524,TX003557,2026-03-02 00:00:00,Wrong Size,70.18
RET00525,TX003564,2026-06-11 00:00:00,Not as Described,186.44
RET00526,TX003565,2025-05-20 00:00:00,Changed Mind,98.09
RET00527,TX003572,2025-11-03 00:00:00,Wrong Size,185.87
RET00528,TX003578,2026-05-24 00:00:00,Changed Mind,221.16
RET00529,TX003580,2026-06-15 00:00:00,Defective,76.23
RET00530,TX003601,2026-01-26 00:00:00,Wrong Size,183.53
RET00531,TX003618,2024-06-02 00:00:00,Late Delivery,72.91
RET00532,TX003624,2025-10-27 00:00:00,Not as Described,40.32
RET00533,TX003631,2026-01-19 00:00:00,Defective,28.8
RET00534,TX003635,2024-09-29 00:00:00,Late Delivery,82.13
RET00535,TX003655,2025-07-20 00:00:00,Defective,61.04
RET00536,TX003657,2025-10-24 00:00:00,Defective,111.91
RET00537,TX003667,2026-05-31 00:00:00,Late Delivery,149.09
RET00538,TX003682,2024-06-18 00:00:00,Not as Described,590.02
RET00539,TX003686,2025-09-24 00:00:00,Wrong Size,67.37
RET00540,TX003694,2025-12-13 00:00:00,Changed Mind,276.75
RET00541,TX003701,2026-06-28 00:00:00,Wrong Size,276.18
RET00542,TX003711,2026-01-31 00:00:00,Wrong Size,118.18
RET00543,TX003719,2026-05-01 00:00:00,Not as Described,79.74
RET00544,TX003725,2026-01-09 00:00:00,Wrong Size,29.87
RET00545,TX003733,2026-03-21 00:00:00,Changed Mind,74.01
RET00546,TX003747,2025-11-22 00:00:00,Not as Described,362.34
RET00547,TX003751,2026-01-08 00:00:00,Changed Mind,107.08
RET00548,TX003768,2025-11-29 00:00:00,Changed Mind,547.52
RET00549,TX003770,2026-01-02 00:00:00,Late Delivery,41.73
RET00550,TX003774,2025-08-27 00:00:00,Defective,66.05
RET00551,TX003783,2026-04-08 00:00:00,Late Delivery,42.95
RET00552,TX003785,2026-05-14 00:00:00,Wrong Size,69.74
RET00553,TX003804,2025-10-28 00:00:00,Defective,69.2
RET00554,TX003810,2025-02-22 00:00:00,Wrong Size,100.56
RET00555,TX003812,2025-05-17 00:00:00,Defective,305.88
RET00556,TX003815,2026-01-03 00:00:00,Not as Described,317.54
RET00557,TX003816,2026-03-18 00:00:00,Not as Described,42.53
RET00558,TX003817,2026-04-03 00:00:00,Not as Described,121.51
RET00559,TX003820,2025-10-25 00:00:00,Changed Mind,176.33
RET00560,TX003830,2025-11-15 00:00:00,Late Delivery,65.57
RET00561,TX003834,2025-12-02 00:00:00,Wrong Size,72.55
RET00562,TX003835,2025-12-11 00:00:00,Changed Mind,56.39
RET00563,TX003836,2025-12-10 00:00:00,Not as Described,56.18
RET00564,TX003838,2026-01-05 00:00:00,Late Delivery,163.62
RET00565,TX003841,2026-02-10 00:00:00,Defective,564.06
RET00566,TX003843,2026-03-10 00:00:00,Defective,121.02
RET00567,TX003853,2026-02-11 00:00:00,Defective,233.35
RET00568,TX003860,2025-01-19 00:00:00,Defective,200.96
RET00569,TX003865,2025-07-13 00:00:00,Defective,42.63
RET00570,TX003878,2025-10-01 00:00:00,Late Delivery,84.22
RET00571,TX003881,2026-02-13 00:00:00,Late Delivery,42.07
RET00572,TX003882,2026-03-28 00:00:00,Defective,78.75
RET00573,TX003889,2025-11-13 00:00:00,Wrong Size,88.16
RET00574,TX003895,2026-03-22 00:00:00,Wrong Size,26.5
RET00575,TX003900,2025-01-23 00:00:00,Not as Described,186.03
RET00576,TX003903,2026-03-22 00:00:00,Late Delivery,109.44
RET00577,TX003925,2026-06-19 00:00:00,Wrong Size,100.89
RET00578,TX003926,2025-05-27 00:00:00,Changed Mind,47.52
RET00579,TX003927,2025-12-06 00:00:00,Not as Described,305.94
RET00580,TX003929,2026-02-09 00:00:00,Changed Mind,117.15
RET00581,TX003941,2025-12-28 00:00:00,Defective,64.36
RET00582,TX003978,2025-03-01 00:00:00,Defective,177.79
RET00583,TX003992,2025-10-05 00:00:00,Not as Described,44.01
RET00584,TX004004,2026-05-04 00:00:00,Late Delivery,71.53
RET00585,TX004005,2026-05-19 00:00:00,Wrong Size,44.46
RET00586,TX004019,2026-01-09 00:00:00,Defective,143.64
RET00587,TX004021,2026-06-05 00:00:00,Defective,242.55
RET00588,TX004022,2025-09-28 00:00:00,Defective,86.44
RET00589,TX004033,2026-04-10 00:00:00,Wrong Size,19.93
RET00590,TX004041,2025-10-08 00:00:00,Changed Mind,118.97
RET00591,TX004049,2026-05-05 00:00:00,Not as Described,130.99
RET00592,TX004054,2026-06-12 00:00:00,Defective,101.87
RET00593,TX004056,2026-06-14 00:00:00,Late Delivery,90.68
RET00594,TX004060,2025-11-21 00:00:00,Late Delivery,174.22
RET00595,TX004074,2026-04-16 00:00:00,Defective,178.23
RET00596,TX004083,2024-06-03 00:00:00,Not as Described,71.98
RET00597,TX004087,2025-03-24 00:00:00,Defective,91.11
RET00598,TX004093,2025-09-01 00:00:00,Not as Described,133.26
RET00599,TX004095,2025-10-11 00:00:00,Changed Mind,196.0
RET00600,TX004097,2026-01-29 00:00:00,Changed Mind,53.48
RET00601,TX004111,2024-04-09 00:00:00,Late Delivery,153.98
RET00602,TX004113,2024-06-06 00:00:00,Changed Mind,345.35
RET00603,TX004115,2025-03-05 00:00:00,Late Delivery,351.3
RET00604,TX004118,2025-09-27 00:00:00,Not as Described,102.9
RET00605,TX004121,2026-01-18 00:00:00,Changed Mind,36.89
RET00606,TX004124,2025-03-11 00:00:00,Wrong Size,105.36
RET00607,TX004125,2025-07-09 00:00:00,Not as Described,122.17
RET00608,TX004127,2025-03-08 00:00:00,Wrong Size,83.38
RET00609,TX004129,2025-06-01 00:00:00,Late Delivery,148.76
RET00610,TX004144,2025-01-15 00:00:00,Wrong Size,138.86
RET00611,TX004151,2025-08-11 00:00:00,Wrong Size,43.85
RET00612,TX004158,2025-11-09 00:00:00,Defective,36.73
RET00613,TX004159,2025-11-07 00:00:00,Defective,286.94
RET00614,TX004166,2026-01-11 00:00:00,Wrong Size,62.25
RET00615,TX004174,2026-03-23 00:00:00,Late Delivery,74.18
RET00616,TX004180,2026-04-15 00:00:00,Late Delivery,64.38
RET00617,TX004186,2026-06-14 00:00:00,Wrong Size,146.18
RET00618,TX004189,2025-10-26 00:00:00,Not as Described,177.55
RET00619,TX004193,2025-12-19 00:00:00,Wrong Size,109.32
RET00620,TX004196,2026-01-13 00:00:00,Defective,80.5
RET00621,TX004204,2026-06-06 00:00:00,Not as Described,111.19
RET00622,TX004215,2026-06-04 00:00:00,Defective,368.28
RET00623,TX004217,2025-10-25 00:00:00,Defective,25.29
RET00624,TX004221,2025-04-13 00:00:00,Late Delivery,313.03
RET00625,TX004224,2024-04-27 00:00:00,Not as Described,86.71
RET00626,TX004229,2026-03-08 00:00:00,Not as Described,43.92
RET00627,TX004235,2025-04-20 00:00:00,Changed Mind,58.01
RET00628,TX004236,2025-04-29 00:00:00,Late Delivery,72.37
RET00629,TX004239,2025-07-22 00:00:00,Defective,206.77
RET00630,TX004251,2026-02-02 00:00:00,Defective,51.27
RET00631,TX004252,2026-02-19 00:00:00,Late Delivery,173.82
RET00632,TX004259,2025-03-17 00:00:00,Wrong Size,66.21
RET00633,TX004273,2025-11-13 00:00:00,Not as Described,155.38
RET00634,TX004283,2026-05-08 00:00:00,Changed Mind,63.63
RET00635,TX004293,2026-06-12 00:00:00,Changed Mind,196.27
RET00636,TX004302,2024-12-15 00:00:00,Wrong Size,107.42
RET00637,TX004304,2026-04-08 00:00:00,Wrong Size,75.42
RET00638,TX004316,2025-10-30 00:00:00,Defective,59.35
RET00639,TX004325,2026-05-05 00:00:00,Late Delivery,27.25
RET00640,TX004327,2026-03-06 00:00:00,Wrong Size,906.16
RET00641,TX004328,2025-03-19 00:00:00,Defective,116.99
RET00642,TX004330,2026-05-14 00:00:00,Wrong Size,440.86
RET00643,TX004339,2026-05-12 00:00:00,Wrong Size,63.24
RET00644,TX004352,2025-07-29 00:00:00,Changed Mind,117.08
RET00645,TX004362,2026-06-01 00:00:00,Wrong Size,62.81
RET00646,TX004363,2024-04-20 00:00:00,Changed Mind,205.64
RET00647,TX004372,2026-04-05 00:00:00,Defective,73.35
RET00648,TX004378,2026-04-04 00:00:00,Wrong Size,128.08
RET00649,TX004379,2025-03-05 00:00:00,Wrong Size,41.67
RET00650,TX004405,2025-11-30 00:00:00,Late Delivery,90.73
RET00651,TX004408,2026-05-04 00:00:00,Changed Mind,622.04
RET00652,TX004414,2025-08-31 00:00:00,Changed Mind,33.24
RET00653,TX004419,2025-12-06 00:00:00,Not as Described,43.36
RET00654,TX004441,2026-01-26 00:00:00,Not as Described,79.05
RET00655,TX004443,2026-04-26 00:00:00,Changed Mind,155.9
RET00656,TX004459,2025-12-09 00:00:00,Late Delivery,54.67
RET00657,TX004468,2026-06-04 00:00:00,Late Delivery,168.48
RET00658,TX004470,2025-11-07 00:00:00,Wrong Size,96.1
RET00659,TX004487,2026-02-18 00:00:00,Changed Mind,103.58
RET00660,TX004494,2025-07-25 00:00:00,Late Delivery,103.72
RET00661,TX004497,2025-12-03 00:00:00,Not as Described,196.74
RET00662,TX004508,2026-06-30 00:00:00,Changed Mind,90.33
RET00663,TX004510,2025-01-29 00:00:00,Not as Described,229.88
RET00664,TX004520,2025-12-11 00:00:00,Changed Mind,179.99
RET00665,TX004525,2026-06-18 00:00:00,Defective,133.83
RET00666,TX004530,2026-03-19 00:00:00,Changed Mind,63.55
RET00667,TX004535,2025-10-01 00:00:00,Defective,157.86
RET00668,TX004541,2026-06-16 00:00:00,Not as Described,115.87
RET00669,TX004544,2024-11-02 00:00:00,Changed Mind,285.24
RET00670,TX004554,2026-03-25 00:00:00,Not as Described,32.48
RET00671,TX004562,2025-12-19 00:00:00,Wrong Size,33.89
RET00672,TX004564,2026-01-12 00:00:00,Late Delivery,229.43
RET00673,TX004566,2026-01-07 00:00:00,Late Delivery,31.85
RET00674,TX004567,2026-02-07 00:00:00,Wrong Size,89.06
RET00675,TX004591,2025-03-17 00:00:00,Defective,70.83
RET00676,TX004610,2026-01-27 00:00:00,Defective,68.74
RET00677,TX004627,2025-10-18 00:00:00,Late Delivery,90.11
RET00678,TX004639,2025-06-05 00:00:00,Late Delivery,186.11
RET00679,TX004654,2026-04-26 00:00:00,Late Delivery,691.89
RET00680,TX004662,2025-09-07 00:00:00,Defective,324.48
RET00681,TX004677,2026-01-07 00:00:00,Wrong Size,218.42
RET00682,TX004686,2026-03-19 00:00:00,Changed Mind,107.37
RET00683,TX004689,2026-03-27 00:00:00,Defective,487.2
RET00684,TX004710,2024-11-07 00:00:00,Not as Described,27.39
RET00685,TX004719,2026-03-12 00:00:00,Not as Described,26.01
RET00686,TX004727,2024-11-12 00:00:00,Defective,71.82
RET00687,TX004732,2026-03-27 00:00:00,Changed Mind,196.11
RET00688,TX004737,2024-11-19 00:00:00,Late Delivery,117.24
RET00689,TX004738,2025-11-08 00:00:00,Changed Mind,34.11
RET00690,TX004743,2026-04-27 00:00:00,Late Delivery,56.28
RET00691,TX004749,2026-05-07 00:00:00,Changed Mind,140.48
RET00692,TX004758,2026-01-07 00:00:00,Changed Mind,149.32
RET00693,TX004760,2026-06-29 00:00:00,Late Delivery,140.17
RET00694,TX004763,2026-05-23 00:00:00,Not as Described,350.0
RET00695,TX004766,2025-07-03 00:00:00,Late Delivery,44.98
RET00696,TX004771,2026-05-01 00:00:00,Late Delivery,135.04
RET00697,TX004777,2025-04-06 00:00:00,Late Delivery,232.1
RET00698,TX004783,2025-08-30 00:00:00,Not as Described,104.09
RET00699,TX004798,2025-03-27 00:00:00,Wrong Size,199.06
RET00700,TX004811,2025-06-16 00:00:00,Changed Mind,74.16
RET00701,TX004831,2026-02-19 00:00:00,Changed Mind,232.4
RET00702,TX004833,2026-04-25 00:00:00,Not as Described,45.69
RET00703,TX004835,2025-06-19 00:00:00,Not as Described,166.73
RET00704,TX004838,2026-04-22 00:00:00,Wrong Size,48.66
RET00705,TX004846,2026-03-10 00:00:00,Not as Described,265.6
RET00706,TX004851,2024-03-22 00:00:00,Defective,53.2
RET00707,TX004857,2024-11-23 00:00:00,Not as Described,52.3
RET00708,TX004860,2025-01-09 00:00:00,Not as Described,326.59
RET00709,TX004862,2025-08-11 00:00:00,Not as Described,164.52
RET00710,TX004881,2026-04-16 00:00:00,Wrong Size,60.09
RET00711,TX004885,2025-06-01 00:00:00,Late Delivery,29.68
RET00712,TX004892,2026-04-04 00:00:00,Defective,90.2
RET00713,TX004894,2026-02-01 00:00:00,Defective,64.79
RET00714,TX004901,2025-05-10 00:00:00,Defective,54.2
RET00715,TX004908,2025-10-30 00:00:00,Changed Mind,105.67
RET00716,TX004910,2026-03-12 00:00:00,Defective,341.66
RET00717,TX004911,2024-08-25 00:00:00,Defective,50.25
RET00718,TX004944,2026-03-10 00:00:00,Late Delivery,89.92
RET00719,TX004948,2026-05-11 00:00:00,Wrong Size,296.0
RET00720,TX004950,2026-06-07 00:00:00,Late Delivery,233.22
RET00721,TX004954,2025-02-06 00:00:00,Defective,146.13
RET00722,TX004961,2025-10-04 00:00:00,Not as Described,188.6
RET00723,TX004966,2026-02-08 00:00:00,Changed Mind,77.54
RET00724,TX004974,2026-01-15 00:00:00,Not as Described,147.24
RET00725,TX004978,2025-04-23 00:00:00,Wrong Size,86.99
RET00726,TX004980,2025-10-11 00:00:00,Wrong Size,115.35
RET00727,TX004987,2025-10-11 00:00:00,Wrong Size,216.65
RET00728,TX005003,2024-03-27 00:00:00,Late Delivery,130.55
RET00729,TX005005,2024-10-02 00:00:00,Late Delivery,550.89
RET00730,TX005008,2025-04-04 00:00:00,Wrong Size,109.52
RET00731,TX005009,2025-08-25 00:00:00,Late Delivery,75.81
RET00732,TX005010,2025-10-23 00:00:00,Changed Mind,33.36
RET00733,TX005014,2024-09-14 00:00:00,Not as Described,238.59
RET00734,TX005018,2026-05-20 00:00:00,Wrong Size,242.45
RET00735,TX005024,2024-06-29 00:00:00,Defective,50.66
RET00736,TX005032,2025-08-03 00:00:00,Changed Mind,88.35
RET00737,TX005044,2025-09-18 00:00:00,Wrong Size,100.35
RET00738,TX005048,2026-02-23 00:00:00,Defective,55.92
RET00739,TX005057,2025-09-21 00:00:00,Late Delivery,97.96
RET00740,TX005063,2026-01-01 00:00:00,Late Delivery,234.24
RET00741,TX005066,2026-05-28 00:00:00,Not as Described,55.87
RET00742,TX005071,2025-12-02 00:00:00,Wrong Size,59.28
RET00743,TX005074,2025-03-07 00:00:00,Not as Described,63.48
RET00744,TX005089,2025-11-23 00:00:00,Not as Described,112.24
RET00745,TX005103,2026-06-09 00:00:00,Changed Mind,225.0
RET00746,TX005106,2026-03-14 00:00:00,Late Delivery,171.86
RET00747,TX005115,2025-06-12 00:00:00,Late Delivery,53.09
RET00748,TX005120,2025-09-27 00:00:00,Changed Mind,32.93
RET00749,TX005122,2026-05-12 00:00:00,Wrong Size,75.64
RET00750,TX005138,2026-06-10 00:00:00,Late Delivery,196.1
RET00751,TX005148,2025-03-01 00:00:00,Wrong Size,110.71
RET00752,TX005152,2025-09-23 00:00:00,Not as Described,52.84
RET00753,TX005159,2025-11-20 00:00:00,Changed Mind,157.11
RET00754,TX005167,2026-05-02 00:00:00,Defective,998.8
RET00755,TX005173,2026-03-09 00:00:00,Defective,59.16
RET00756,TX005176,2026-02-26 00:00:00,Changed Mind,88.28
RET00757,TX005182,2026-05-01 00:00:00,Late Delivery,48.12
RET00758,TX005199,2025-02-23 00:00:00,Not as Described,149.86
RET00759,TX005201,2025-04-13 00:00:00,Defective,96.82
RET00760,TX005212,2026-01-08 00:00:00,Not as Described,219.72
RET00761,TX005215,2025-08-17 00:00:00,Changed Mind,17.45
RET00762,TX005216,2025-11-13 00:00:00,Late Delivery,116.66
RET00763,TX005237,2026-02-12 00:00:00,Defective,265.68
RET00764,TX005247,2026-06-06 00:00:00,Not as Described,49.04
RET00765,TX005251,2025-07-03 00:00:00,Wrong Size,75.75
RET00766,TX005253,2026-03-12 00:00:00,Changed Mind,57.99
RET00767,TX005262,2026-05-13 00:00:00,Not as Described,132.8
RET00768,TX005269,2026-05-21 00:00:00,Changed Mind,37.88
RET00769,TX005275,2026-06-21 00:00:00,Changed Mind,154.26
RET00770,TX005277,2025-09-08 00:00:00,Late Delivery,70.8
RET00771,TX005301,2026-03-28 00:00:00,Changed Mind,134.53
RET00772,TX005306,2026-05-08 00:00:00,Changed Mind,72.55
RET00773,TX005315,2026-03-06 00:00:00,Not as Described,170.86
RET00774,TX005322,2025-06-26 00:00:00,Wrong Size,467.52
RET00775,TX005323,2025-07-14 00:00:00,Late Delivery,117.18
RET00776,TX005327,2026-02-24 00:00:00,Not as Described,88.56
RET00777,TX005331,2026-05-16 00:00:00,Wrong Size,104.48
RET00778,TX005354,2025-07-30 00:00:00,Defective,329.44
RET00779,TX005364,2026-02-08 00:00:00,Not as Described,38.29
RET00780,TX005366,2026-04-29 00:00:00,Defective,77.71
RET00781,TX005375,2025-08-22 00:00:00,Not as Described,295.58
RET00782,TX005376,2025-09-20 00:00:00,Not as Described,392.49
RET00783,TX005377,2025-11-27 00:00:00,Wrong Size,189.61
RET00784,TX005389,2025-04-03 00:00:00,Changed Mind,26.56
RET00785,TX005390,2025-04-10 00:00:00,Wrong Size,130.91
RET00786,TX005416,2026-05-29 00:00:00,Wrong Size,103.09
RET00787,TX005453,2025-11-11 00:00:00,Defective,31.25
RET00788,TX005454,2025-12-18 00:00:00,Defective,191.54
RET00789,TX005461,2026-04-06 00:00:00,Changed Mind,39.44
RET00790,TX005462,2026-04-14 00:00:00,Late Delivery,102.12
RET00791,TX005465,2024-04-27 00:00:00,Changed Mind,70.42
RET00792,TX005479,2025-12-28 00:00:00,Changed Mind,118.87
RET00793,TX005481,2026-06-17 00:00:00,Defective,192.7
RET00794,TX005482,2025-10-31 00:00:00,Defective,56.1
RET00795,TX005487,2026-06-09 00:00:00,Defective,60.0
RET00796,TX005488,2025-01-29 00:00:00,Not as Described,28.96
RET00797,TX005492,2026-03-19 00:00:00,Wrong Size,100.14
RET00798,TX005499,2026-03-08 00:00:00,Changed Mind,81.39
RET00799,TX005500,2026-04-19 00:00:00,Changed Mind,49.85
RET00800,TX005501,2026-04-07 00:00:00,Late Delivery,280.64
RET00801,TX005505,2026-02-11 00:00:00,Not as Described,72.9
RET00802,TX005508,2025-10-16 00:00:00,Defective,203.07
RET00803,TX005522,2025-09-02 00:00:00,Late Delivery,76.64
RET00804,TX005527,2024-08-31 00:00:00,Late Delivery,380.08
RET00805,TX005532,2025-07-10 00:00:00,Changed Mind,68.65
RET00806,TX005537,2025-10-23 00:00:00,Late Delivery,126.21
RET00807,TX005541,2025-05-17 00:00:00,Changed Mind,77.51
RET00808,TX005543,2025-06-27 00:00:00,Late Delivery,69.61
RET00809,TX005545,2025-09-04 00:00:00,Wrong Size,93.56
RET00810,TX005553,2025-12-17 00:00:00,Not as Described,88.68
RET00811,TX005568,2025-09-24 00:00:00,Wrong Size,121.47
RET00812,TX005576,2026-03-22 00:00:00,Wrong Size,33.7
RET00813,TX005582,2026-01-11 00:00:00,Defective,255.66
RET00814,TX005584,2024-12-12 00:00:00,Not as Described,144.44
RET00815,TX005591,2026-01-01 00:00:00,Not as Described,70.79
RET00816,TX005597,2025-11-05 00:00:00,Changed Mind,184.04
RET00817,TX005601,2026-04-22 00:00:00,Defective,67.43
RET00818,TX005602,2026-06-10 00:00:00,Late Delivery,748.71
RET00819,TX005604,2025-03-14 00:00:00,Not as Described,112.01
RET00820,TX005611,2025-04-09 00:00:00,Late Delivery,267.87
RET00821,TX005617,2025-06-20 00:00:00,Late Delivery,145.22
RET00822,TX005620,2025-11-17 00:00:00,Late Delivery,94.85
RET00823,TX005624,2025-10-12 00:00:00,Late Delivery,99.2
RET00824,TX005643,2025-10-24 00:00:00,Not as Described,120.87
RET00825,TX005649,2026-06-29 00:00:00,Changed Mind,37.33
RET00826,TX005651,2025-05-07 00:00:00,Changed Mind,179.7
RET00827,TX005657,2025-12-22 00:00:00,Wrong Size,239.92
RET00828,TX005658,2025-10-10 00:00:00,Late Delivery,54.13
RET00829,TX005661,2026-04-10 00:00:00,Wrong Size,150.28
RET00830,TX005670,2024-11-01 00:00:00,Defective,70.36
RET00831,TX005674,2025-10-24 00:00:00,Changed Mind,23.46
RET00832,TX005675,2025-10-30 00:00:00,Late Delivery,557.34
RET00833,TX005678,2026-05-17 00:00:00,Wrong Size,82.38
RET00834,TX005680,2026-06-15 00:00:00,Defective,46.28
RET00835,TX005684,2026-03-30 00:00:00,Wrong Size,54.6
RET00836,TX005696,2026-04-29 00:00:00,Not as Described,173.59
RET00837,TX005708,2024-08-16 00:00:00,Wrong Size,191.34
RET00838,TX005712,2025-02-01 00:00:00,Not as Described,92.76
RET00839,TX005713,2025-06-12 00:00:00,Late Delivery,114.56
RET00840,TX005715,2026-06-20 00:00:00,Defective,86.53
RET00841,TX005716,2025-10-07 00:00:00,Changed Mind,119.44
