transaction_id,customer_id,transaction_date,product_category,size_tier,quantity,price_per_unit,discount_percent,sales_channel,total_amount
TX001203,CUST00260,2026-01-22 00:00:00,Apparel,M,2,37.94,16.56,In-Store,63.31
TX001204,CUST00260,2026-03-16 00:00:00,Apparel,XS,3,49.36,0.0,In-Store,148.08
TX001205,CUST00260,2026-03-24 00:00:00,Home & Living,S,1,121.72,0.0,In-Store,121.72
TX001206,CUST00260,2026-03-25 00:00:00,Footwear,M,1,133.3,35.01,Online,86.63
TX001207,CUST00260,2026-04-27 00:00:00,Footwear,L,2,112.01,0.0,In-Store,224.02
TX001208,CUST00260,2026-06-01 00:00:00,Accessories,S,4,23.14,0.0,Online,92.56
TX001209,CUST00260,2026-06-09 00:00:00,Apparel,M,1,56.57,24.37,In-Store,42.78
TX001210,CUST00260,2026-06-26 00:00:00,Apparel,L,1,53.19,0.0,In-Store,53.19
TX001211,CUST00261,2024-08-11 00:00:00,Apparel,M,1,50.94,0.0,Online,50.94
TX001212,CUST00261,2024-11-11 00:00:00,Home & Living,XL,2,281.7,0.0,Online,563.4
TX001213,CUST00261,2025-02-17 00:00:00,Accessories,S,1,73.79,0.0,In-Store,73.79
TX001214,CUST00261,2025-05-13 00:00:00,Apparel,L,1,30.04,0.0,In-Store,30.04
TX001215,CUST00262,2026-02-21 00:00:00,Accessories,M,1,21.88,0.0,Online,21.88
TX001216,CUST00262,2026-05-05 00:00:00,Home & Living,M,1,165.75,0.0,In-Store,165.75
TX001217,CUST00262,2026-05-13 00:00:00,Accessories,XS,1,15.42,12.79,In-Store,13.45
TX001218,CUST00263,2025-12-27 00:00:00,Footwear,XS,1,58.1,0.0,Online,58.1
TX001219,CUST00264,2026-02-28 00:00:00,Accessories,XL,4,68.04,0.0,Online,272.16
TX001220,CUST00264,2026-04-16 00:00:00,Home & Living,L,2,50.77,0.0,Online,101.54
TX001221,CUST00265,2025-12-16 00:00:00,Home & Living,XS,1,271.01,0.0,Online,271.01
TX001222,CUST00266,2025-08-13 00:00:00,Accessories,M,1,45.8,0.0,In-Store,45.8
TX001223,CUST00267,2025-01-20 00:00:00,Home & Living,XS,2,38.23,0.0,Online,76.46
TX001224,CUST00267,2025-08-20 00:00:00,Apparel,L,2,65.7,0.0,In-Store,131.4
TX001225,CUST00267,2025-11-01 00:00:00,Apparel,XL,3,119.1,20.38,In-Store,284.48
TX001226,CUST00267,2026-02-17 00:00:00,Home & Living,M,1,125.22,10.82,Online,111.67
TX001227,CUST00268,2025-12-09 00:00:00,Apparel,M,2,110.07,0.0,Online,220.14
TX001228,CUST00268,2026-02-11 00:00:00,Home & Living,XS,1,220.21,0.0,In-Store,220.21
TX001229,CUST00268,2026-03-09 00:00:00,Footwear,M,1,177.21,16.48,Online,148.01
TX001230,CUST00268,2026-03-29 00:00:00,Apparel,S,1,118.61,8.25,Online,108.82
TX001231,CUST00269,2026-06-10 00:00:00,Accessories,S,1,47.22,0.0,Online,47.22
TX001232,CUST00270,2025-12-21 00:00:00,Footwear,M,1,86.45,36.6,Online,54.81
TX001233,CUST00270,2025-12-31 00:00:00,Apparel,M,1,89.44,0.0,In-Store,89.44
TX001234,CUST00270,2026-02-20 00:00:00,Footwear,L,1,134.84,10.98,In-Store,120.03
TX001235,CUST00270,2026-03-21 00:00:00,Footwear,L,1,192.99,28.49,In-Store,138.01
TX001236,CUST00270,2026-04-06 00:00:00,Accessories,L,1,32.99,7.56,In-Store,30.5
TX001237,CUST00270,2026-05-07 00:00:00,Accessories,L,1,38.92,8.44,Online,35.64
TX001238,CUST00270,2026-05-11 00:00:00,Accessories,M,1,55.53,11.47,In-Store,49.16
TX001239,CUST00270,2026-06-01 00:00:00,Apparel,M,1,111.44,0.0,In-Store,111.44
TX001240,CUST00270,2026-06-02 00:00:00,Apparel,XS,1,45.09,0.0,Online,45.09
TX001241,CUST00270,2026-06-11 00:00:00,Home & Living,M,1,157.89,0.0,Online,157.89
TX001242,CUST00271,2025-01-23 00:00:00,Accessories,XL,1,73.64,0.0,Online,73.64
TX001243,CUST00271,2025-05-08 00:00:00,Accessories,XS,2,27.95,0.0,Online,55.9
TX001244,CUST00271,2025-09-28 00:00:00,Accessories,S,2,40.99,6.78,Online,76.42
TX001245,CUST00272,2024-04-08 00:00:00,Home & Living,L,1,223.29,0.0,In-Store,223.29
TX001246,CUST00272,2024-05-23 00:00:00,Accessories,S,1,23.51,14.37,In-Store,20.13
TX001247,CUST00272,2025-04-07 00:00:00,Footwear,L,1,177.57,35.65,Online,114.27
TX001248,CUST00272,2025-07-22 00:00:00,Apparel,XS,1,109.2,0.0,Online,109.2
TX001249,CUST00272,2026-03-07 00:00:00,Apparel,M,1,100.34,25.7,Online,74.55
TX001250,CUST00272,2026-03-09 00:00:00,Apparel,M,1,46.3,0.0,In-Store,46.3
TX001251,CUST00272,2026-06-30 00:00:00,Apparel,M,1,108.93,0.0,In-Store,108.93
TX001252,CUST00273,2025-04-23 00:00:00,Accessories,M,2,58.22,0.0,Online,116.44
TX001253,CUST00273,2025-06-09 00:00:00,Apparel,M,2,44.29,17.17,Online,73.37
TX001254,CUST00273,2025-06-29 00:00:00,Home & Living,XL,3,145.69,0.0,Online,437.07
TX001255,CUST00273,2025-07-29 00:00:00,Apparel,M,1,91.54,0.0,Online,91.54
TX001256,CUST00273,2025-08-21 00:00:00,Home & Living,S,1,189.02,0.0,In-Store,189.02
TX001257,CUST00273,2026-01-05 00:00:00,Footwear,M,1,79.45,31.96,In-Store,54.06
TX001258,CUST00273,2026-02-01 00:00:00,Home & Living,S,1,134.89,0.0,Online,134.89
TX001259,CUST00273,2026-04-27 00:00:00,Apparel,XL,1,117.02,24.65,In-Store,88.17
TX001260,CUST00273,2026-05-16 00:00:00,Home & Living,M,1,75.1,0.0,In-Store,75.1
TX001261,CUST00274,2026-03-18 00:00:00,Footwear,M,1,86.02,33.72,Online,57.01
TX001262,CUST00274,2026-05-21 00:00:00,Home & Living,L,1,183.32,0.0,In-Store,183.32
TX001263,CUST00274,2026-05-24 00:00:00,Home & Living,XS,3,293.14,0.0,Online,879.42
TX001264,CUST00274,2026-06-01 00:00:00,Accessories,M,1,71.7,0.0,Online,71.7
TX001265,CUST00275,2024-07-06 00:00:00,Home & Living,L,1,245.96,0.0,In-Store,245.96
TX001266,CUST00275,2025-03-08 00:00:00,Home & Living,M,3,130.53,0.0,Online,391.59
TX001267,CUST00275,2025-06-21 00:00:00,Footwear,L,1,159.22,0.0,Online,159.22
TX001268,CUST00275,2025-06-25 00:00:00,Home & Living,M,1,81.93,0.0,Online,81.93
TX001269,CUST00275,2025-07-12 00:00:00,Home & Living,S,1,250.91,0.0,Online,250.91
TX001270,CUST00275,2025-07-28 00:00:00,Home & Living,L,1,140.22,0.0,Online,140.22
TX001271,CUST00275,2025-09-29 00:00:00,Footwear,S,2,91.43,32.19,Online,124.0
TX001272,CUST00275,2026-06-14 00:00:00,Apparel,S,4,115.6,0.0,Online,462.4
TX001273,CUST00275,2026-06-23 00:00:00,Footwear,XS,2,95.15,15.81,In-Store,160.21
TX001274,CUST00276,2024-10-23 00:00:00,Apparel,XL,1,90.19,28.5,In-Store,64.49
TX001275,CUST00277,2025-04-16 00:00:00,Home & Living,L,1,90.42,0.0,In-Store,90.42
TX001276,CUST00277,2026-06-12 00:00:00,Footwear,XS,1,176.62,0.0,In-Store,176.62
TX001277,CUST00278,2024-05-18 00:00:00,Footwear,M,2,181.3,0.0,Online,362.6
TX001278,CUST00278,2026-02-15 00:00:00,Footwear,XL,1,98.59,21.38,Online,77.51
TX001279,CUST00278,2026-03-16 00:00:00,Apparel,M,3,84.78,0.0,Online,254.34
TX001280,CUST00278,2026-04-01 00:00:00,Apparel,XS,3,59.91,0.0,In-Store,179.73
TX001281,CUST00279,2025-01-17 00:00:00,Accessories,M,1,11.72,0.0,In-Store,11.72
TX001282,CUST00279,2025-03-22 00:00:00,Accessories,XL,2,44.39,0.0,Online,88.78
TX001283,CUST00279,2025-05-20 00:00:00,Accessories,M,1,34.58,0.0,In-Store,34.58
TX001284,CUST00279,2025-09-23 00:00:00,Apparel,L,1,42.72,0.0,In-Store,42.72
TX001285,CUST00279,2025-10-04 00:00:00,Home & Living,S,3,128.35,0.0,In-Store,385.05
TX001286,CUST00279,2026-02-28 00:00:00,Accessories,M,1,55.06,0.0,Online,55.06
TX001287,CUST00280,2025-05-18 00:00:00,Accessories,M,2,24.66,0.0,Online,49.32
TX001288,CUST00280,2025-08-04 00:00:00,Footwear,M,1,186.11,0.0,Online,186.11
TX001289,CUST00280,2025-11-25 00:00:00,Footwear,L,2,68.12,0.0,Online,136.24
TX001290,CUST00281,2025-03-31 00:00:00,Footwear,S,1,146.72,0.0,In-Store,146.72
TX001291,CUST00282,2024-09-27 00:00:00,Footwear,M,3,164.31,0.0,Online,492.93
TX001292,CUST00282,2025-01-01 00:00:00,Accessories,XL,1,73.68,0.0,In-Store,73.68
TX001293,CUST00282,2025-11-14 00:00:00,Accessories,S,3,43.04,0.0,In-Store,129.12
TX001294,CUST00282,2026-04-04 00:00:00,Home & Living,L,1,212.64,0.0,Online,212.64
TX001295,CUST00282,2026-05-11 00:00:00,Accessories,L,1,72.29,0.0,Online,72.29
TX001296,CUST00282,2026-06-21 00:00:00,Home & Living,L,1,208.86,0.0,Online,208.86
TX001297,CUST00283,2025-08-29 00:00:00,Apparel,S,1,89.95,0.0,Online,89.95
TX001298,CUST00283,2025-09-22 00:00:00,Home & Living,M,1,183.11,0.0,Online,183.11
TX001299,CUST00283,2026-06-22 00:00:00,Apparel,L,1,61.61,0.0,Online,61.61
TX001300,CUST00284,2025-04-23 00:00:00,Home & Living,L,2,46.93,0.0,Online,93.86
TX001301,CUST00284,2025-08-29 00:00:00,Apparel,M,1,65.67,0.0,Online,65.67
TX001302,CUST00284,2026-03-31 00:00:00,Home & Living,M,1,106.98,0.0,In-Store,106.98
TX001303,CUST00285,2025-06-17 00:00:00,Apparel,S,1,25.05,11.34,Online,22.21
TX001304,CUST00285,2026-05-01 00:00:00,Apparel,S,1,87.86,6.83,Online,81.86
TX001305,CUST00286,2024-02-28 00:00:00,Apparel,L,2,118.58,15.95,Online,199.33
TX001306,CUST00286,2024-04-06 00:00:00,Home & Living,M,1,290.42,0.0,Online,290.42
TX001307,CUST00286,2024-07-08 00:00:00,Accessories,S,3,54.52,0.0,In-Store,163.56
TX001308,CUST00286,2024-08-29 00:00:00,Apparel,L,1,61.31,5.77,Online,57.77
TX001309,CUST00286,2024-09-14 00:00:00,Home & Living,L,1,68.04,6.82,Online,63.4
TX001310,CUST00286,2025-03-12 00:00:00,Footwear,S,2,90.84,27.4,In-Store,131.9
TX001311,CUST00286,2025-04-02 00:00:00,Accessories,M,1,46.48,0.0,Online,46.48
TX001312,CUST00286,2025-04-30 00:00:00,Footwear,XL,1,117.17,0.0,Online,117.17
TX001313,CUST00286,2025-05-09 00:00:00,Accessories,L,1,32.59,0.0,Online,32.59
TX001314,CUST00286,2025-05-21 00:00:00,Home & Living,M,1,93.46,0.0,Online,93.46
TX001315,CUST00286,2025-05-31 00:00:00,Footwear,M,1,194.43,0.0,Online,194.43
TX001316,CUST00286,2025-06-07 00:00:00,Accessories,M,1,34.71,0.0,Online,34.71
TX001317,CUST00286,2025-07-10 00:00:00,Apparel,S,1,58.23,9.03,Online,52.97
TX001318,CUST00286,2025-07-19 00:00:00,Apparel,M,2,83.34,0.0,In-Store,166.68
TX001319,CUST00286,2025-08-23 00:00:00,Home & Living,S,1,127.4,0.0,In-Store,127.4
TX001320,CUST00286,2025-08-24 00:00:00,Home & Living,L,2,284.66,0.0,Online,569.32
TX001321,CUST00286,2025-11-14 00:00:00,Home & Living,L,1,139.81,0.0,Online,139.81
TX001322,CUST00287,2025-12-11 00:00:00,Accessories,M,4,53.49,0.0,In-Store,213.96
TX001323,CUST00287,2025-12-19 00:00:00,Home & Living,L,1,76.79,0.0,In-Store,76.79
TX001324,CUST00287,2026-01-08 00:00:00,Apparel,S,1,35.94,0.0,Online,35.94
TX001325,CUST00287,2026-01-13 00:00:00,Home & Living,M,1,202.03,0.0,Online,202.03
TX001326,CUST00287,2026-01-19 00:00:00,Accessories,L,1,10.66,0.0,Online,10.66
TX001327,CUST00287,2026-02-02 00:00:00,Apparel,S,1,83.04,0.0,In-Store,83.04
TX001328,CUST00287,2026-02-02 00:00:00,Home & Living,S,1,241.38,0.0,In-Store,241.38
TX001329,CUST00287,2026-02-12 00:00:00,Home & Living,M,1,192.65,0.0,Online,192.65
TX001330,CUST00287,2026-02-14 00:00:00,Apparel,M,1,65.87,0.0,In-Store,65.87
TX001331,CUST00287,2026-02-15 00:00:00,Home & Living,M,2,181.43,0.0,In-Store,362.86
TX001332,CUST00287,2026-02-17 00:00:00,Apparel,S,1,76.49,0.0,In-Store,76.49
TX001333,CUST00287,2026-03-01 00:00:00,Footwear,M,1,150.61,35.03,Online,97.85
TX001334,CUST00287,2026-03-21 00:00:00,Apparel,M,1,47.04,0.0,Online,47.04
TX001335,CUST00287,2026-03-24 00:00:00,Footwear,XL,2,131.04,24.33,In-Store,198.32
TX001336,CUST00287,2026-04-01 00:00:00,Accessories,S,1,28.24,0.0,In-Store,28.24
TX001337,CUST00287,2026-04-08 00:00:00,Apparel,M,1,117.37,0.0,Online,117.37
TX001338,CUST00287,2026-04-14 00:00:00,Accessories,L,2,13.8,0.0,In-Store,27.6
TX001339,CUST00287,2026-04-20 00:00:00,Accessories,S,1,46.34,0.0,Online,46.34
TX001340,CUST00287,2026-04-29 00:00:00,Home & Living,S,2,234.78,0.0,Online,469.56
TX001341,CUST00287,2026-05-03 00:00:00,Accessories,S,1,11.06,0.0,Online,11.06
TX001342,CUST00287,2026-05-04 00:00:00,Apparel,M,1,45.85,16.71,Online,38.19
TX001343,CUST00287,2026-05-07 00:00:00,Footwear,M,2,104.78,0.0,Online,209.56
TX001344,CUST00287,2026-05-10 00:00:00,Home & Living,S,2,118.53,0.0,Online,237.06
TX001345,CUST00287,2026-05-24 00:00:00,Apparel,M,1,110.83,0.0,In-Store,110.83
TX001346,CUST00287,2026-05-29 00:00:00,Footwear,XS,1,54.36,37.13,In-Store,34.18
TX001347,CUST00287,2026-06-04 00:00:00,Footwear,XL,1,195.83,0.0,In-Store,195.83
TX001348,CUST00287,2026-06-10 00:00:00,Apparel,L,1,40.49,24.93,Online,30.4
TX001349,CUST00287,2026-06-19 00:00:00,Home & Living,L,1,179.81,0.0,In-Store,179.81
TX001350,CUST00288,2024-12-23 00:00:00,Accessories,M,3,13.25,0.0,Online,39.75
TX001351,CUST00288,2025-05-30 00:00:00,Accessories,S,2,40.5,10.06,In-Store,72.85
TX001352,CUST00288,2025-11-03 00:00:00,Apparel,L,2,80.57,0.0,Online,161.14
TX001353,CUST00288,2026-06-05 00:00:00,Home & Living,S,3,227.05,8.71,Online,621.82
TX001354,CUST00289,2025-07-12 00:00:00,Footwear,XS,2,161.41,37.07,In-Store,203.15
TX001355,CUST00289,2025-11-02 00:00:00,Footwear,S,1,55.41,0.0,Online,55.41
TX001356,CUST00289,2026-06-02 00:00:00,Home & Living,L,1,82.22,0.0,In-Store,82.22
TX001357,CUST00290,2025-08-05 00:00:00,Footwear,XS,2,87.47,0.0,Online,174.94
TX001358,CUST00291,2026-03-27 00:00:00,Footwear,XL,1,152.76,35.77,Online,98.12
TX001359,CUST00292,2025-07-12 00:00:00,Footwear,M,2,175.03,34.42,Online,229.57
TX001360,CUST00292,2025-07-17 00:00:00,Apparel,M,1,26.98,26.5,In-Store,19.83
TX001361,CUST00292,2025-07-25 00:00:00,Home & Living,M,1,238.01,0.0,In-Store,238.01
TX001362,CUST00293,2024-10-18 00:00:00,Accessories,S,3,48.85,0.0,Online,146.55
TX001363,CUST00293,2025-05-29 00:00:00,Footwear,XS,1,75.57,0.0,Online,75.57
TX001364,CUST00293,2025-12-27 00:00:00,Apparel,S,1,82.44,14.22,In-Store,70.72
TX001365,CUST00293,2026-01-20 00:00:00,Apparel,S,1,112.79,0.0,In-Store,112.79
TX001366,CUST00294,2026-05-30 00:00:00,Accessories,M,1,40.11,0.0,Online,40.11
TX001367,CUST00295,2024-12-23 00:00:00,Home & Living,XS,1,89.26,14.82,In-Store,76.03
TX001368,CUST00295,2025-01-08 00:00:00,Accessories,L,2,20.21,0.0,Online,40.42
TX001369,CUST00295,2025-02-11 00:00:00,Apparel,L,1,53.13,0.0,In-Store,53.13
TX001370,CUST00295,2025-05-29 00:00:00,Footwear,XS,1,130.37,0.0,Online,130.37
TX001371,CUST00295,2025-08-18 00:00:00,Apparel,XL,1,49.9,0.0,Online,49.9
TX001372,CUST00295,2025-11-04 00:00:00,Apparel,XL,1,61.89,0.0,Online,61.89
TX001373,CUST00295,2025-12-17 00:00:00,Accessories,M,2,43.85,0.0,In-Store,87.7
TX001374,CUST00295,2026-02-10 00:00:00,Footwear,S,2,166.26,20.24,Online,265.22
TX001375,CUST00295,2026-05-06 00:00:00,Footwear,XS,2,76.86,5.6,In-Store,145.11
TX001376,CUST00296,2026-01-11 00:00:00,Apparel,M,1,106.96,0.0,In-Store,106.96
TX001377,CUST00297,2024-06-04 00:00:00,Apparel,L,2,26.89,15.8,Online,45.28
TX001378,CUST00297,2024-08-09 00:00:00,Apparel,M,1,58.04,9.03,Online,52.8
TX001379,CUST00297,2024-09-17 00:00:00,Home & Living,M,1,121.56,0.0,Online,121.56
TX001380,CUST00297,2025-08-06 00:00:00,Apparel,S,3,77.55,15.45,In-Store,196.71
TX001381,CUST00297,2025-08-19 00:00:00,Apparel,M,1,62.82,0.0,Online,62.82
TX001382,CUST00297,2025-12-25 00:00:00,Accessories,L,2,21.53,0.0,In-Store,43.06
TX001383,CUST00297,2026-02-03 00:00:00,Footwear,L,1,182.41,33.51,Online,121.28
TX001384,CUST00297,2026-02-11 00:00:00,Apparel,L,2,116.53,0.0,In-Store,233.06
TX001385,CUST00298,2024-12-16 00:00:00,Apparel,XL,1,32.07,17.65,Online,26.41
TX001386,CUST00298,2025-08-26 00:00:00,Accessories,S,1,45.14,0.0,In-Store,45.14
TX001387,CUST00298,2026-04-13 00:00:00,Apparel,L,1,55.91,0.0,In-Store,55.91
TX001388,CUST00299,2025-09-24 00:00:00,Home & Living,S,1,54.89,14.1,In-Store,47.15
TX001389,CUST00299,2025-10-13 00:00:00,Apparel,S,1,81.37,0.0,Online,81.37
TX001390,CUST00299,2025-11-08 00:00:00,Home & Living,L,1,82.22,0.0,In-Store,82.22
TX001391,CUST00299,2025-11-11 00:00:00,Footwear,L,1,154.39,0.0,Online,154.39
TX001392,CUST00299,2025-12-15 00:00:00,Home & Living,M,1,59.96,0.0,Online,59.96
TX001393,CUST00299,2026-03-29 00:00:00,Accessories,M,1,24.53,0.0,Online,24.53
TX001394,CUST00299,2026-04-25 00:00:00,Home & Living,M,2,188.52,0.0,Online,377.04
TX001395,CUST00299,2026-06-15 00:00:00,Footwear,M,1,198.27,31.76,Online,135.3
TX001396,CUST00299,2026-06-23 00:00:00,Footwear,M,1,151.96,17.32,In-Store,125.64
TX001397,CUST00300,2026-06-06 00:00:00,Home & Living,XL,1,157.44,0.0,Online,157.44
TX001398,CUST00301,2026-03-14 00:00:00,Apparel,S,4,52.83,0.0,Online,211.32
TX001399,CUST00301,2026-05-23 00:00:00,Footwear,S,2,99.0,34.25,In-Store,130.19
TX001400,CUST00302,2024-05-05 00:00:00,Apparel,M,2,42.02,0.0,Online,84.04
TX001401,CUST00302,2025-11-10 00:00:00,Apparel,L,1,76.26,0.0,In-Store,76.26
TX001402,CUST00303,2026-03-30 00:00:00,Footwear,M,1,178.19,0.0,Online,178.19
TX001403,CUST00304,2025-06-26 00:00:00,Apparel,M,1,89.57,0.0,In-Store,89.57
TX001404,CUST00304,2025-07-14 00:00:00,Home & Living,S,1,39.58,0.0,Online,39.58
TX001405,CUST00305,2025-03-25 00:00:00,Footwear,S,3,186.84,0.0,Online,560.52
TX001406,CUST00305,2025-11-28 00:00:00,Apparel,XS,1,84.95,14.31,In-Store,72.79
TX001407,CUST00305,2026-04-18 00:00:00,Home & Living,XL,1,192.76,12.26,In-Store,169.13
TX001408,CUST00305,2026-04-24 00:00:00,Footwear,L,2,106.13,6.35,Online,198.78
TX001409,CUST00305,2026-05-05 00:00:00,Footwear,S,2,70.54,0.0,In-Store,141.08
TX001410,CUST00306,2026-03-22 00:00:00,Home & Living,S,1,138.03,0.0,In-Store,138.03
TX001411,CUST00306,2026-04-21 00:00:00,Footwear,S,1,64.46,0.0,Online,64.46
TX001412,CUST00306,2026-05-21 00:00:00,Accessories,L,1,57.36,0.0,Online,57.36
TX001413,CUST00306,2026-06-28 00:00:00,Apparel,L,1,48.67,9.62,Online,43.99
TX001414,CUST00307,2025-10-06 00:00:00,Accessories,M,1,27.6,0.0,In-Store,27.6
TX001415,CUST00307,2026-03-19 00:00:00,Home & Living,M,1,80.31,0.0,Online,80.31
TX001416,CUST00307,2026-04-04 00:00:00,Home & Living,M,1,65.65,0.0,Online,65.65
TX001417,CUST00307,2026-06-14 00:00:00,Apparel,S,1,29.96,0.0,Online,29.96
TX001418,CUST00307,2026-06-17 00:00:00,Home & Living,L,1,96.04,0.0,Online,96.04
TX001419,CUST00308,2025-11-08 00:00:00,Home & Living,M,1,273.85,0.0,Online,273.85
TX001420,CUST00308,2025-12-20 00:00:00,Accessories,XS,1,44.44,0.0,In-Store,44.44
TX001421,CUST00308,2026-02-09 00:00:00,Accessories,S,1,12.43,0.0,Online,12.43
TX001422,CUST00308,2026-03-10 00:00:00,Apparel,S,1,41.54,0.0,Online,41.54
TX001423,CUST00308,2026-05-02 00:00:00,Accessories,S,1,14.07,9.45,Online,12.74
TX001424,CUST00308,2026-05-03 00:00:00,Home & Living,S,2,162.9,0.0,Online,325.8
TX001425,CUST00308,2026-06-28 00:00:00,Apparel,XS,1,90.13,11.98,Online,79.33
TX001426,CUST00309,2024-07-29 00:00:00,Home & Living,M,1,250.61,14.07,Online,215.35
TX001427,CUST00309,2025-07-05 00:00:00,Home & Living,L,4,125.49,0.0,Online,501.96
TX001428,CUST00309,2026-01-16 00:00:00,Apparel,XL,1,81.58,10.7,Online,72.85
TX001429,CUST00310,2025-03-20 00:00:00,Footwear,L,1,93.58,27.77,Online,67.59
TX001430,CUST00310,2025-03-25 00:00:00,Home & Living,M,1,283.88,0.0,In-Store,283.88
TX001431,CUST00310,2025-11-08 00:00:00,Accessories,S,1,66.99,0.0,In-Store,66.99
TX001432,CUST00310,2026-01-31 00:00:00,Home & Living,M,2,68.5,0.0,Online,137.0
TX001433,CUST00311,2026-04-07 00:00:00,Apparel,XL,2,53.43,0.0,In-Store,106.86
TX001434,CUST00311,2026-04-07 00:00:00,Apparel,S,3,96.31,0.0,In-Store,288.93
TX001435,CUST00311,2026-06-06 00:00:00,Apparel,M,2,100.51,17.41,In-Store,166.02
TX001436,CUST00312,2025-10-12 00:00:00,Apparel,S,1,72.76,0.0,In-Store,72.76
TX001437,CUST00312,2026-05-15 00:00:00,Footwear,XS,2,61.97,0.0,Online,123.94
TX001438,CUST00312,2026-06-29 00:00:00,Accessories,S,2,38.94,0.0,Online,77.88
TX001439,CUST00313,2025-01-18 00:00:00,Apparel,XL,1,47.91,0.0,Online,47.91
TX001440,CUST00313,2025-01-26 00:00:00,Footwear,XS,1,146.95,9.24,In-Store,133.37
TX001441,CUST00313,2025-01-27 00:00:00,Apparel,S,2,93.13,13.19,In-Store,161.69
TX001442,CUST00313,2025-04-07 00:00:00,Accessories,M,1,68.88,0.0,In-Store,68.88
TX001443,CUST00313,2025-05-15 00:00:00,Footwear,M,1,115.98,17.2,In-Store,96.03
TX001444,CUST00313,2025-07-24 00:00:00,Home & Living,M,1,198.95,0.0,In-Store,198.95
TX001445,CUST00313,2025-08-20 00:00:00,Footwear,S,1,144.93,28.3,Online,103.91
TX001446,CUST00313,2025-11-22 00:00:00,Footwear,S,1,123.1,17.14,In-Store,102.0
TX001447,CUST00313,2025-11-28 00:00:00,Footwear,XL,3,142.02,0.0,In-Store,426.06
TX001448,CUST00313,2026-01-23 00:00:00,Accessories,L,1,65.59,0.0,Online,65.59
TX001449,CUST00313,2026-02-14 00:00:00,Apparel,S,1,48.69,7.06,In-Store,45.25
TX001450,CUST00313,2026-04-26 00:00:00,Footwear,XL,1,184.0,0.0,In-Store,184.0
TX001451,CUST00313,2026-06-06 00:00:00,Accessories,L,1,66.69,0.0,Online,66.69
TX001452,CUST00314,2024-07-23 00:00:00,Accessories,S,1,23.55,13.57,In-Store,20.35
TX001453,CUST00314,2025-02-19 00:00:00,Home & Living,L,1,175.15,0.0,Online,175.15
TX001454,CUST00314,2025-04-11 00:00:00,Footwear,L,1,56.74,0.0,Online,56.74
TX001455,CUST00315,2026-03-18 00:00:00,Home & Living,S,2,234.92,0.0,In-Store,469.84
TX001456,CUST00315,2026-04-09 00:00:00,Home & Living,L,1,271.58,12.36,Online,238.01
TX001457,CUST00315,2026-04-09 00:00:00,Apparel,L,2,96.97,0.0,In-Store,193.94
TX001458,CUST00315,2026-04-22 00:00:00,Apparel,XL,1,114.98,0.0,In-Store,114.98
TX001459,CUST00315,2026-05-15 00:00:00,Accessories,S,1,38.81,0.0,In-Store,38.81
TX001460,CUST00315,2026-05-21 00:00:00,Footwear,XS,1,121.23,13.79,Online,104.51
TX001461,CUST00315,2026-05-22 00:00:00,Accessories,M,1,51.4,0.0,Online,51.4
TX001462,CUST00315,2026-05-25 00:00:00,Home & Living,S,1,79.22,8.93,In-Store,72.15
TX001463,CUST00315,2026-05-29 00:00:00,Apparel,XS,1,93.8,0.0,Online,93.8
TX001464,CUST00315,2026-06-04 00:00:00,Apparel,L,1,92.19,0.0,Online,92.19
TX001465,CUST00315,2026-06-14 00:00:00,Home & Living,XS,1,241.91,0.0,In-Store,241.91
TX001466,CUST00315,2026-06-23 00:00:00,Home & Living,M,1,203.09,16.26,Online,170.07
TX001467,CUST00316,2024-09-04 00:00:00,Accessories,S,1,15.08,0.0,Online,15.08
TX001468,CUST00316,2024-10-26 00:00:00,Home & Living,XS,2,218.88,0.0,Online,437.76
TX001469,CUST00316,2025-03-13 00:00:00,Apparel,M,1,54.02,0.0,Online,54.02
TX001470,CUST00316,2025-03-30 00:00:00,Footwear,XS,1,147.92,37.55,In-Store,92.38
TX001471,CUST00316,2025-09-18 00:00:00,Accessories,M,1,62.17,0.0,Online,62.17
TX001472,CUST00316,2026-03-11 00:00:00,Apparel,XS,1,69.16,0.0,Online,69.16
TX001473,CUST00317,2024-09-05 00:00:00,Apparel,M,1,41.31,10.1,In-Store,37.14
TX001474,CUST00317,2024-12-17 00:00:00,Footwear,XS,2,148.26,0.0,Online,296.52
TX001475,CUST00318,2026-01-09 00:00:00,Apparel,XL,4,38.75,12.54,In-Store,135.56
TX001476,CUST00318,2026-01-25 00:00:00,Apparel,L,1,26.46,10.37,Online,23.72
TX001477,CUST00318,2026-02-05 00:00:00,Home & Living,S,1,253.17,0.0,Online,253.17
TX001478,CUST00318,2026-02-05 00:00:00,Accessories,S,1,37.34,0.0,Online,37.34
TX001479,CUST00318,2026-02-19 00:00:00,Footwear,XS,1,119.84,0.0,In-Store,119.84
TX001480,CUST00318,2026-03-11 00:00:00,Accessories,M,1,32.42,0.0,Online,32.42
TX001481,CUST00318,2026-03-14 00:00:00,Accessories,XL,1,47.37,14.55,Online,40.48
TX001482,CUST00318,2026-03-27 00:00:00,Footwear,L,4,155.47,0.0,In-Store,621.88
TX001483,CUST00318,2026-04-22 00:00:00,Footwear,S,2,186.25,0.0,Online,372.5
TX001484,CUST00318,2026-05-04 00:00:00,Apparel,L,3,72.52,16.4,Online,181.88
