campaign_id,campaign_name,date,channel,spend,impressions,clicks,conversions
CAMP00808,LumaStyle_Email_202406,2024-06-10,Email,77.33,4710,633,11
CAMP00809,LumaStyle_Organic_202406,2024-06-10,Organic,0.0,5204,197,4
CAMP00810,LumaStyle_Referral_202406,2024-06-10,Referral,0.0,1787,208,11
CAMP00811,LumaStyle_GoogleAds_202406,2024-06-11,Google Ads,473.56,22943,778,27
CAMP00812,LumaStyle_MetaAds_202406,2024-06-11,Meta Ads,269.45,17508,288,17
CAMP00813,LumaStyle_Email_202406,2024-06-11,Email,29.42,2462,537,7
CAMP00814,LumaStyle_Organic_202406,2024-06-11,Organic,0.0,6141,162,2
CAMP00815,LumaStyle_Referral_202406,2024-06-11,Referral,0.0,1099,74,3
CAMP00816,LumaStyle_GoogleAds_202406,2024-06-12,Google Ads,218.66,8882,264,8
CAMP00817,LumaStyle_MetaAds_202406,2024-06-12,Meta Ads,100.4,7814,79,5
CAMP00818,LumaStyle_Email_202406,2024-06-12,Email,34.28,4393,525,15
CAMP00819,LumaStyle_Organic_202406,2024-06-12,Organic,0.0,7155,175,2
CAMP00820,LumaStyle_Referral_202406,2024-06-12,Referral,0.0,1290,89,4
CAMP00821,LumaStyle_GoogleAds_202406,2024-06-13,Google Ads,284.29,12510,336,15
CAMP00822,LumaStyle_MetaAds_202406,2024-06-13,Meta Ads,327.51,20097,298,15
CAMP00823,LumaStyle_Email_202406,2024-06-13,Email,75.92,3175,612,9
CAMP00824,LumaStyle_Organic_202406,2024-06-13,Organic,0.0,6205,243,6
CAMP00825,LumaStyle_Referral_202406,2024-06-13,Referral,0.0,1117,80,5
CAMP00826,LumaStyle_GoogleAds_202406,2024-06-14,Google Ads,173.31,8537,210,7
CAMP00827,LumaStyle_MetaAds_202406,2024-06-14,Meta Ads,343.05,27263,222,7
CAMP00828,LumaStyle_Email_202406,2024-06-14,Email,50.2,3137,531,12
CAMP00829,LumaStyle_Organic_202406,2024-06-14,Organic,0.0,7393,187,2
CAMP00830,LumaStyle_Referral_202406,2024-06-14,Referral,0.0,1171,120,9
CAMP00831,LumaStyle_GoogleAds_202406,2024-06-15,Google Ads,316.36,17977,562,25
CAMP00832,LumaStyle_MetaAds_202406,2024-06-15,Meta Ads,337.35,18300,266,10
CAMP00833,LumaStyle_Email_202406,2024-06-15,Email,49.27,4377,797,12
CAMP00834,LumaStyle_Organic_202406,2024-06-15,Organic,0.0,3428,69,0
CAMP00835,LumaStyle_Referral_202406,2024-06-15,Referral,0.0,1173,94,7
CAMP00836,LumaStyle_GoogleAds_202406,2024-06-16,Google Ads,351.97,17483,471,12
CAMP00837,LumaStyle_MetaAds_202406,2024-06-16,Meta Ads,435.55,27425,304,20
CAMP00838,LumaStyle_Email_202406,2024-06-16,Email,42.6,3234,375,8
CAMP00839,LumaStyle_Organic_202406,2024-06-16,Organic,0.0,3942,143,3
CAMP00840,LumaStyle_Referral_202406,2024-06-16,Referral,0.0,1899,164,11
CAMP00841,LumaStyle_GoogleAds_202406,2024-06-17,Google Ads,393.28,19132,473,20
CAMP00842,LumaStyle_MetaAds_202406,2024-06-17,Meta Ads,436.03,29398,531,26
CAMP00843,LumaStyle_Email_202406,2024-06-17,Email,76.22,4538,689,19
CAMP00844,LumaStyle_Organic_202406,2024-06-17,Organic,0.0,5956,175,2
CAMP00845,LumaStyle_Referral_202406,2024-06-17,Referral,0.0,1863,119,5
CAMP00846,LumaStyle_GoogleAds_202406,2024-06-18,Google Ads,194.33,11517,265,8
CAMP00847,LumaStyle_MetaAds_202406,2024-06-18,Meta Ads,447.68,30356,442,18
CAMP00848,LumaStyle_Email_202406,2024-06-18,Email,39.14,2489,546,5
CAMP00849,LumaStyle_Organic_202406,2024-06-18,Organic,0.0,6022,157,3
CAMP00850,LumaStyle_Referral_202406,2024-06-18,Referral,0.0,630,39,3
CAMP00851,LumaStyle_GoogleAds_202406,2024-06-19,Google Ads,321.58,15929,420,15
CAMP00852,LumaStyle_MetaAds_202406,2024-06-19,Meta Ads,278.85,14259,123,7
CAMP00853,LumaStyle_Email_202406,2024-06-19,Email,68.49,2912,349,10
CAMP00854,LumaStyle_Organic_202406,2024-06-19,Organic,0.0,7048,261,6
CAMP00855,LumaStyle_Referral_202406,2024-06-19,Referral,0.0,1404,163,11
CAMP00856,LumaStyle_GoogleAds_202406,2024-06-20,Google Ads,450.13,24437,600,25
CAMP00857,LumaStyle_MetaAds_202406,2024-06-20,Meta Ads,366.14,27064,431,27
CAMP00858,LumaStyle_Email_202406,2024-06-20,Email,42.38,2237,384,4
CAMP00859,LumaStyle_Organic_202406,2024-06-20,Organic,0.0,6017,207,3
CAMP00860,LumaStyle_Referral_202406,2024-06-20,Referral,0.0,969,59,4
CAMP00861,LumaStyle_GoogleAds_202406,2024-06-21,Google Ads,214.49,11593,267,5
CAMP00862,LumaStyle_MetaAds_202406,2024-06-21,Meta Ads,258.71,15721,152,8
CAMP00863,LumaStyle_Email_202406,2024-06-21,Email,63.65,4174,678,19
CAMP00864,LumaStyle_Organic_202406,2024-06-21,Organic,0.0,4368,92,2
CAMP00865,LumaStyle_Referral_202406,2024-06-21,Referral,0.0,1676,180,7
CAMP00866,LumaStyle_GoogleAds_202406,2024-06-22,Google Ads,245.4,10838,282,11
CAMP00867,LumaStyle_MetaAds_202406,2024-06-22,Meta Ads,326.88,24483,407,13
CAMP00868,LumaStyle_Email_202406,2024-06-22,Email,51.01,3359,499,12
CAMP00869,LumaStyle_Organic_202406,2024-06-22,Organic,0.0,4176,120,2
CAMP00870,LumaStyle_Referral_202406,2024-06-22,Referral,0.0,903,46,3
CAMP00871,LumaStyle_GoogleAds_202406,2024-06-23,Google Ads,400.5,21316,572,16
CAMP00872,LumaStyle_MetaAds_202406,2024-06-23,Meta Ads,201.94,14321,128,5
CAMP00873,LumaStyle_Email_202406,2024-06-23,Email,34.02,4641,792,19
CAMP00874,LumaStyle_Organic_202406,2024-06-23,Organic,0.0,4260,95,2
CAMP00875,LumaStyle_Referral_202406,2024-06-23,Referral,0.0,581,33,1
CAMP00876,LumaStyle_GoogleAds_202406,2024-06-24,Google Ads,204.71,9262,307,13
CAMP00877,LumaStyle_MetaAds_202406,2024-06-24,Meta Ads,441.3,27850,319,20
CAMP00878,LumaStyle_Email_202406,2024-06-24,Email,48.67,3098,399,4
CAMP00879,LumaStyle_Organic_202406,2024-06-24,Organic,0.0,7347,163,4
CAMP00880,LumaStyle_Referral_202406,2024-06-24,Referral,0.0,1238,137,7
CAMP00881,LumaStyle_GoogleAds_202406,2024-06-25,Google Ads,300.08,16056,529,24
CAMP00882,LumaStyle_MetaAds_202406,2024-06-25,Meta Ads,441.26,27011,235,7
CAMP00883,LumaStyle_Email_202406,2024-06-25,Email,44.07,3067,646,14
CAMP00884,LumaStyle_Organic_202406,2024-06-25,Organic,0.0,4137,89,1
CAMP00885,LumaStyle_Referral_202406,2024-06-25,Referral,0.0,1247,69,3
CAMP00886,LumaStyle_GoogleAds_202406,2024-06-26,Google Ads,488.41,24534,411,16
CAMP00887,LumaStyle_MetaAds_202406,2024-06-26,Meta Ads,109.49,6624,126,6
CAMP00888,LumaStyle_Email_202406,2024-06-26,Email,33.38,2252,277,8
CAMP00889,LumaStyle_Organic_202406,2024-06-26,Organic,0.0,4818,132,2
CAMP00890,LumaStyle_Referral_202406,2024-06-26,Referral,0.0,1736,174,8
CAMP00891,LumaStyle_GoogleAds_202406,2024-06-27,Google Ads,307.18,12355,403,16
CAMP00892,LumaStyle_MetaAds_202406,2024-06-27,Meta Ads,344.36,25649,210,11
CAMP00893,LumaStyle_Email_202406,2024-06-27,Email,62.52,3203,646,6
CAMP00894,LumaStyle_Organic_202406,2024-06-27,Organic,0.0,4421,163,4
CAMP00895,LumaStyle_Referral_202406,2024-06-27,Referral,0.0,1662,140,6
CAMP00896,LumaStyle_GoogleAds_202406,2024-06-28,Google Ads,435.46,21457,342,15
CAMP00897,LumaStyle_MetaAds_202406,2024-06-28,Meta Ads,400.41,21060,266,16
CAMP00898,LumaStyle_Email_202406,2024-06-28,Email,76.21,2349,433,9
CAMP00899,LumaStyle_Organic_202406,2024-06-28,Organic,0.0,3035,74,0
CAMP00900,LumaStyle_Referral_202406,2024-06-28,Referral,0.0,1864,114,6
CAMP00901,LumaStyle_GoogleAds_202406,2024-06-29,Google Ads,256.68,11287,280,13
CAMP00902,LumaStyle_MetaAds_202406,2024-06-29,Meta Ads,211.52,15769,258,11
CAMP00903,LumaStyle_Email_202406,2024-06-29,Email,22.26,2563,376,9
CAMP00904,LumaStyle_Organic_202406,2024-06-29,Organic,0.0,3817,141,1
CAMP00905,LumaStyle_Referral_202406,2024-06-29,Referral,0.0,1309,85,5
CAMP00906,LumaStyle_GoogleAds_202406,2024-06-30,Google Ads,237.81,12288,278,7
CAMP00907,LumaStyle_MetaAds_202406,2024-06-30,Meta Ads,433.76,24640,380,18
CAMP00908,LumaStyle_Email_202406,2024-06-30,Email,36.7,4201,831,11
CAMP00909,LumaStyle_Organic_202406,2024-06-30,Organic,0.0,6503,224,5
CAMP00910,LumaStyle_Referral_202406,2024-06-30,Referral,0.0,601,55,3
CAMP00911,LumaStyle_GoogleAds_202407,2024-07-01,Google Ads,394.23,22040,587,21
CAMP00912,LumaStyle_MetaAds_202407,2024-07-01,Meta Ads,127.77,7729,70,3
CAMP00913,LumaStyle_Email_202407,2024-07-01,Email,64.49,2285,400,4
CAMP00914,LumaStyle_Organic_202407,2024-07-01,Organic,0.0,7348,268,4
CAMP00915,LumaStyle_Referral_202407,2024-07-01,Referral,0.0,1258,80,5
CAMP00916,LumaStyle_GoogleAds_202407,2024-07-02,Google Ads,351.26,18692,415,16
CAMP00917,LumaStyle_MetaAds_202407,2024-07-02,Meta Ads,370.8,25696,267,17
CAMP00918,LumaStyle_Email_202407,2024-07-02,Email,23.72,4527,545,7
CAMP00919,LumaStyle_Organic_202407,2024-07-02,Organic,0.0,6048,149,1
CAMP00920,LumaStyle_Referral_202407,2024-07-02,Referral,0.0,1063,100,5
CAMP00921,LumaStyle_GoogleAds_202407,2024-07-03,Google Ads,396.54,18393,631,26
CAMP00922,LumaStyle_MetaAds_202407,2024-07-03,Meta Ads,338.92,26721,230,14
CAMP00923,LumaStyle_Email_202407,2024-07-03,Email,35.78,4159,875,10
CAMP00924,LumaStyle_Organic_202407,2024-07-03,Organic,0.0,5569,161,3
CAMP00925,LumaStyle_Referral_202407,2024-07-03,Referral,0.0,1706,154,11
CAMP00926,LumaStyle_GoogleAds_202407,2024-07-04,Google Ads,386.68,17540,511,20
CAMP00927,LumaStyle_MetaAds_202407,2024-07-04,Meta Ads,340.82,23227,233,11
CAMP00928,LumaStyle_Email_202407,2024-07-04,Email,55.36,2823,542,12
CAMP00929,LumaStyle_Organic_202407,2024-07-04,Organic,0.0,7608,240,4
CAMP00930,LumaStyle_Referral_202407,2024-07-04,Referral,0.0,711,44,2
CAMP00931,LumaStyle_GoogleAds_202407,2024-07-05,Google Ads,349.55,18267,577,12
CAMP00932,LumaStyle_MetaAds_202407,2024-07-05,Meta Ads,208.96,12973,254,15
CAMP00933,LumaStyle_Email_202407,2024-07-05,Email,64.37,4531,600,7
CAMP00934,LumaStyle_Organic_202407,2024-07-05,Organic,0.0,7606,179,3
CAMP00935,LumaStyle_Referral_202407,2024-07-05,Referral,0.0,1553,174,8
CAMP00936,LumaStyle_GoogleAds_202407,2024-07-06,Google Ads,277.23,15647,352,15
CAMP00937,LumaStyle_MetaAds_202407,2024-07-06,Meta Ads,356.03,24146,333,17
CAMP00938,LumaStyle_Email_202407,2024-07-06,Email,70.51,2643,456,12
CAMP00939,LumaStyle_Organic_202407,2024-07-06,Organic,0.0,3921,97,2
CAMP00940,LumaStyle_Referral_202407,2024-07-06,Referral,0.0,545,48,2
CAMP00941,LumaStyle_GoogleAds_202407,2024-07-07,Google Ads,208.93,8896,205,4
CAMP00942,LumaStyle_MetaAds_202407,2024-07-07,Meta Ads,224.48,11547,191,7
CAMP00943,LumaStyle_Email_202407,2024-07-07,Email,23.58,4722,477,11
CAMP00944,LumaStyle_Organic_202407,2024-07-07,Organic,0.0,5556,220,2
CAMP00945,LumaStyle_Referral_202407,2024-07-07,Referral,0.0,1483,117,7
CAMP00946,LumaStyle_GoogleAds_202407,2024-07-08,Google Ads,365.92,15472,515,17
CAMP00947,LumaStyle_MetaAds_202407,2024-07-08,Meta Ads,394.98,22315,279,8
CAMP00948,LumaStyle_Email_202407,2024-07-08,Email,47.94,2125,281,8
CAMP00949,LumaStyle_Organic_202407,2024-07-08,Organic,0.0,3354,111,3
CAMP00950,LumaStyle_Referral_202407,2024-07-08,Referral,0.0,1367,145,9
CAMP00951,LumaStyle_GoogleAds_202407,2024-07-09,Google Ads,322.77,16339,306,12
CAMP00952,LumaStyle_MetaAds_202407,2024-07-09,Meta Ads,340.14,19550,321,10
CAMP00953,LumaStyle_Email_202407,2024-07-09,Email,28.92,3587,618,7
CAMP00954,LumaStyle_Organic_202407,2024-07-09,Organic,0.0,4998,165,2
CAMP00955,LumaStyle_Referral_202407,2024-07-09,Referral,0.0,905,52,3
CAMP00956,LumaStyle_GoogleAds_202407,2024-07-10,Google Ads,474.22,25098,701,29
CAMP00957,LumaStyle_MetaAds_202407,2024-07-10,Meta Ads,317.32,23658,446,14
CAMP00958,LumaStyle_Email_202407,2024-07-10,Email,44.4,2568,479,13
CAMP00959,LumaStyle_Organic_202407,2024-07-10,Organic,0.0,4818,113,1
CAMP00960,LumaStyle_Referral_202407,2024-07-10,Referral,0.0,517,51,3
CAMP00961,LumaStyle_GoogleAds_202407,2024-07-11,Google Ads,459.55,26096,545,11
CAMP00962,LumaStyle_MetaAds_202407,2024-07-11,Meta Ads,327.0,19239,199,7
CAMP00963,LumaStyle_Email_202407,2024-07-11,Email,73.29,3667,428,6
CAMP00964,LumaStyle_Organic_202407,2024-07-11,Organic,0.0,4192,110,2
CAMP00965,LumaStyle_Referral_202407,2024-07-11,Referral,0.0,1544,131,6
CAMP00966,LumaStyle_GoogleAds_202407,2024-07-12,Google Ads,461.24,19743,340,8
CAMP00967,LumaStyle_MetaAds_202407,2024-07-12,Meta Ads,147.6,9498,173,11
CAMP00968,LumaStyle_Email_202407,2024-07-12,Email,55.18,2738,535,11
CAMP00969,LumaStyle_Organic_202407,2024-07-12,Organic,0.0,6364,229,4
CAMP00970,LumaStyle_Referral_202407,2024-07-12,Referral,0.0,577,44,3
CAMP00971,LumaStyle_GoogleAds_202407,2024-07-13,Google Ads,467.09,23466,722,30
CAMP00972,LumaStyle_MetaAds_202407,2024-07-13,Meta Ads,148.59,10023,131,7
CAMP00973,LumaStyle_Email_202407,2024-07-13,Email,71.29,4116,748,12
CAMP00974,LumaStyle_Organic_202407,2024-07-13,Organic,0.0,5004,180,1
CAMP00975,LumaStyle_Referral_202407,2024-07-13,Referral,0.0,1424,110,4
CAMP00976,LumaStyle_GoogleAds_202407,2024-07-14,Google Ads,380.55,22364,424,12
CAMP00977,LumaStyle_MetaAds_202407,2024-07-14,Meta Ads,274.28,15628,265,13
CAMP00978,LumaStyle_Email_202407,2024-07-14,Email,52.18,4544,583,11
CAMP00979,LumaStyle_Organic_202407,2024-07-14,Organic,0.0,5963,147,2
CAMP00980,LumaStyle_Referral_202407,2024-07-14,Referral,0.0,1870,184,12
CAMP00981,LumaStyle_GoogleAds_202407,2024-07-15,Google Ads,349.52,20574,438,20
CAMP00982,LumaStyle_MetaAds_202407,2024-07-15,Meta Ads,416.38,23867,451,17
CAMP00983,LumaStyle_Email_202407,2024-07-15,Email,30.18,3088,560,13
CAMP00984,LumaStyle_Organic_202407,2024-07-15,Organic,0.0,4614,170,2
CAMP00985,LumaStyle_Referral_202407,2024-07-15,Referral,0.0,539,41,2
CAMP00986,LumaStyle_GoogleAds_202407,2024-07-16,Google Ads,420.6,24091,478,20
CAMP00987,LumaStyle_MetaAds_202407,2024-07-16,Meta Ads,316.71,17361,326,16
CAMP00988,LumaStyle_Email_202407,2024-07-16,Email,25.37,2721,426,8
CAMP00989,LumaStyle_Organic_202407,2024-07-16,Organic,0.0,6224,171,4
CAMP00990,LumaStyle_Referral_202407,2024-07-16,Referral,0.0,1630,123,8
CAMP00991,LumaStyle_GoogleAds_202407,2024-07-17,Google Ads,292.33,14515,376,17
CAMP00992,LumaStyle_MetaAds_202407,2024-07-17,Meta Ads,280.31,15450,262,13
CAMP00993,LumaStyle_Email_202407,2024-07-17,Email,62.92,2451,288,7
CAMP00994,LumaStyle_Organic_202407,2024-07-17,Organic,0.0,3432,119,1
CAMP00995,LumaStyle_Referral_202407,2024-07-17,Referral,0.0,1965,126,5
CAMP00996,LumaStyle_GoogleAds_202407,2024-07-18,Google Ads,495.72,29390,910,41
CAMP00997,LumaStyle_MetaAds_202407,2024-07-18,Meta Ads,353.6,17807,291,19
CAMP00998,LumaStyle_Email_202407,2024-07-18,Email,39.23,3260,465,11
CAMP00999,LumaStyle_Organic_202407,2024-07-18,Organic,0.0,3851,102,2
CAMP01000,LumaStyle_Referral_202407,2024-07-18,Referral,0.0,1069,66,3
CAMP01001,LumaStyle_GoogleAds_202407,2024-07-19,Google Ads,488.19,23609,813,23
CAMP01002,LumaStyle_MetaAds_202407,2024-07-19,Meta Ads,312.75,16809,263,13
CAMP01003,LumaStyle_Email_202407,2024-07-19,Email,29.33,3453,665,7
CAMP01004,LumaStyle_Organic_202407,2024-07-19,Organic,0.0,3276,71,0
CAMP01005,LumaStyle_Referral_202407,2024-07-19,Referral,0.0,723,70,4
CAMP01006,LumaStyle_GoogleAds_202407,2024-07-20,Google Ads,270.51,14413,425,17
CAMP01007,LumaStyle_MetaAds_202407,2024-07-20,Meta Ads,333.96,17717,206,8
CAMP01008,LumaStyle_Email_202407,2024-07-20,Email,61.28,2143,381,7
CAMP01009,LumaStyle_Organic_202407,2024-07-20,Organic,0.0,3281,107,1
CAMP01010,LumaStyle_Referral_202407,2024-07-20,Referral,0.0,963,109,5
CAMP01011,LumaStyle_GoogleAds_202407,2024-07-21,Google Ads,352.64,19621,450,12
CAMP01012,LumaStyle_MetaAds_202407,2024-07-21,Meta Ads,195.46,11640,145,7
CAMP01013,LumaStyle_Email_202407,2024-07-21,Email,37.42,3710,619,14
CAMP01014,LumaStyle_Organic_202407,2024-07-21,Organic,0.0,5590,216,5
CAMP01015,LumaStyle_Referral_202407,2024-07-21,Referral,0.0,1231,112,5
CAMP01016,LumaStyle_GoogleAds_202407,2024-07-22,Google Ads,166.78,6816,195,6
CAMP01017,LumaStyle_MetaAds_202407,2024-07-22,Meta Ads,107.85,5845,83,4
CAMP01018,LumaStyle_Email_202407,2024-07-22,Email,46.18,3877,796,14
CAMP01019,LumaStyle_Organic_202407,2024-07-22,Organic,0.0,3994,126,1
CAMP01020,LumaStyle_Referral_202407,2024-07-22,Referral,0.0,1685,180,10
CAMP01021,LumaStyle_GoogleAds_202407,2024-07-23,Google Ads,303.83,14227,450,17
CAMP01022,LumaStyle_MetaAds_202407,2024-07-23,Meta Ads,254.99,19295,321,10
CAMP01023,LumaStyle_Email_202407,2024-07-23,Email,61.06,2775,561,16
CAMP01024,LumaStyle_Organic_202407,2024-07-23,Organic,0.0,6642,249,2
CAMP01025,LumaStyle_Referral_202407,2024-07-23,Referral,0.0,836,89,4
CAMP01026,LumaStyle_GoogleAds_202407,2024-07-24,Google Ads,212.63,12683,398,19
CAMP01027,LumaStyle_MetaAds_202407,2024-07-24,Meta Ads,295.58,16258,302,16
CAMP01028,LumaStyle_Email_202407,2024-07-24,Email,52.18,4611,784,21
CAMP01029,LumaStyle_Organic_202407,2024-07-24,Organic,0.0,6825,182,4
CAMP01030,LumaStyle_Referral_202407,2024-07-24,Referral,0.0,1781,145,6
CAMP01031,LumaStyle_GoogleAds_202407,2024-07-25,Google Ads,274.03,11502,190,8
CAMP01032,LumaStyle_MetaAds_202407,2024-07-25,Meta Ads,214.48,15490,150,4
CAMP01033,LumaStyle_Email_202407,2024-07-25,Email,24.34,2841,575,12
CAMP01034,LumaStyle_Organic_202407,2024-07-25,Organic,0.0,5063,149,2
CAMP01035,LumaStyle_Referral_202407,2024-07-25,Referral,0.0,1871,166,8
CAMP01036,LumaStyle_GoogleAds_202407,2024-07-26,Google Ads,372.11,18188,367,11
CAMP01037,LumaStyle_MetaAds_202407,2024-07-26,Meta Ads,315.31,18353,169,11
CAMP01038,LumaStyle_Email_202407,2024-07-26,Email,72.78,3227,641,15
CAMP01039,LumaStyle_Organic_202407,2024-07-26,Organic,0.0,7449,197,3
CAMP01040,LumaStyle_Referral_202407,2024-07-26,Referral,0.0,1317,107,4
CAMP01041,LumaStyle_GoogleAds_202407,2024-07-27,Google Ads,452.79,21709,655,18
CAMP01042,LumaStyle_MetaAds_202407,2024-07-27,Meta Ads,207.67,14817,184,5
CAMP01043,LumaStyle_Email_202407,2024-07-27,Email,48.55,2050,235,6
CAMP01044,LumaStyle_Organic_202407,2024-07-27,Organic,0.0,6353,127,2
CAMP01045,LumaStyle_Referral_202407,2024-07-27,Referral,0.0,588,40,2
CAMP01046,LumaStyle_GoogleAds_202407,2024-07-28,Google Ads,449.7,23997,799,19
CAMP01047,LumaStyle_MetaAds_202407,2024-07-28,Meta Ads,267.87,19376,284,16
CAMP01048,LumaStyle_Email_202407,2024-07-28,Email,41.7,3640,727,14
CAMP01049,LumaStyle_Organic_202407,2024-07-28,Organic,0.0,6554,164,3
CAMP01050,LumaStyle_Referral_202407,2024-07-28,Referral,0.0,1211,78,5
CAMP01051,LumaStyle_GoogleAds_202407,2024-07-29,Google Ads,449.22,23851,387,11
CAMP01052,LumaStyle_MetaAds_202407,2024-07-29,Meta Ads,265.01,17199,228,9
CAMP01053,LumaStyle_Email_202407,2024-07-29,Email,63.81,3731,608,12
CAMP01054,LumaStyle_Organic_202407,2024-07-29,Organic,0.0,5275,160,3
CAMP01055,LumaStyle_Referral_202407,2024-07-29,Referral,0.0,743,73,5
CAMP01056,LumaStyle_GoogleAds_202407,2024-07-30,Google Ads,446.2,23713,560,11
CAMP01057,LumaStyle_MetaAds_202407,2024-07-30,Meta Ads,104.12,6093,63,3
CAMP01058,LumaStyle_Email_202407,2024-07-30,Email,33.68,3406,634,15
CAMP01059,LumaStyle_Organic_202407,2024-07-30,Organic,0.0,3015,63,1
CAMP01060,LumaStyle_Referral_202407,2024-07-30,Referral,0.0,1464,76,5
CAMP01061,LumaStyle_GoogleAds_202407,2024-07-31,Google Ads,306.29,14895,296,12
CAMP01062,LumaStyle_MetaAds_202407,2024-07-31,Meta Ads,192.87,15164,161,5
CAMP01063,LumaStyle_Email_202407,2024-07-31,Email,68.54,3876,683,10
CAMP01064,LumaStyle_Organic_202407,2024-07-31,Organic,0.0,5946,137,2
CAMP01065,LumaStyle_Referral_202407,2024-07-31,Referral,0.0,1859,112,4
CAMP01066,LumaStyle_GoogleAds_202408,2024-08-01,Google Ads,199.5,8464,160,3
CAMP01067,LumaStyle_MetaAds_202408,2024-08-01,Meta Ads,436.26,24967,480,15
CAMP01068,LumaStyle_Email_202408,2024-08-01,Email,65.28,2224,366,7
CAMP01069,LumaStyle_Organic_202408,2024-08-01,Organic,0.0,5881,208,3
CAMP01070,LumaStyle_Referral_202408,2024-08-01,Referral,0.0,1108,63,4
CAMP01071,LumaStyle_GoogleAds_202408,2024-08-02,Google Ads,403.78,16295,547,26
CAMP01072,LumaStyle_MetaAds_202408,2024-08-02,Meta Ads,248.26,18920,251,10
CAMP01073,LumaStyle_Email_202408,2024-08-02,Email,65.14,3580,389,7
CAMP01074,LumaStyle_Organic_202408,2024-08-02,Organic,0.0,5110,115,1
CAMP01075,LumaStyle_Referral_202408,2024-08-02,Referral,0.0,808,89,4
CAMP01076,LumaStyle_GoogleAds_202408,2024-08-03,Google Ads,337.16,16871,552,26
CAMP01077,LumaStyle_MetaAds_202408,2024-08-03,Meta Ads,393.77,28553,277,19
CAMP01078,LumaStyle_Email_202408,2024-08-03,Email,66.69,3759,532,8
CAMP01079,LumaStyle_Organic_202408,2024-08-03,Organic,0.0,4270,87,1
CAMP01080,LumaStyle_Referral_202408,2024-08-03,Referral,0.0,1602,112,6
CAMP01081,LumaStyle_GoogleAds_202408,2024-08-04,Google Ads,231.77,10077,222,6
CAMP01082,LumaStyle_MetaAds_202408,2024-08-04,Meta Ads,371.8,22957,424,13
CAMP01083,LumaStyle_Email_202408,2024-08-04,Email,40.35,3219,480,6
CAMP01084,LumaStyle_Organic_202408,2024-08-04,Organic,0.0,7894,160,3
CAMP01085,LumaStyle_Referral_202408,2024-08-04,Referral,0.0,1091,127,5
CAMP01086,LumaStyle_GoogleAds_202408,2024-08-05,Google Ads,278.48,11346,186,7
CAMP01087,LumaStyle_MetaAds_202408,2024-08-05,Meta Ads,172.6,13663,246,13
CAMP01088,LumaStyle_Email_202408,2024-08-05,Email,24.01,3786,490,7
CAMP01089,LumaStyle_Organic_202408,2024-08-05,Organic,0.0,6776,189,3
CAMP01090,LumaStyle_Referral_202408,2024-08-05,Referral,0.0,1599,157,10
CAMP01091,LumaStyle_GoogleAds_202408,2024-08-06,Google Ads,423.6,19678,412,16
CAMP01092,LumaStyle_MetaAds_202408,2024-08-06,Meta Ads,260.34,14408,188,9
CAMP01093,LumaStyle_Email_202408,2024-08-06,Email,33.88,4650,978,25
CAMP01094,LumaStyle_Organic_202408,2024-08-06,Organic,0.0,6196,239,3
CAMP01095,LumaStyle_Referral_202408,2024-08-06,Referral,0.0,534,60,2
CAMP01096,LumaStyle_GoogleAds_202408,2024-08-07,Google Ads,397.41,19691,608,20
CAMP01097,LumaStyle_MetaAds_202408,2024-08-07,Meta Ads,190.91,10338,134,7
CAMP01098,LumaStyle_Email_202408,2024-08-07,Email,25.02,2654,520,7
CAMP01099,LumaStyle_Organic_202408,2024-08-07,Organic,0.0,5969,133,2
CAMP01100,LumaStyle_Referral_202408,2024-08-07,Referral,0.0,1541,112,5
CAMP01101,LumaStyle_GoogleAds_202408,2024-08-08,Google Ads,213.51,11039,384,14
CAMP01102,LumaStyle_MetaAds_202408,2024-08-08,Meta Ads,103.47,5512,55,2
CAMP01103,LumaStyle_Email_202408,2024-08-08,Email,77.6,4787,501,11
CAMP01104,LumaStyle_Organic_202408,2024-08-08,Organic,0.0,3836,122,1
CAMP01105,LumaStyle_Referral_202408,2024-08-08,Referral,0.0,1972,130,10
CAMP01106,LumaStyle_GoogleAds_202408,2024-08-09,Google Ads,346.34,17710,373,17
CAMP01107,LumaStyle_MetaAds_202408,2024-08-09,Meta Ads,310.27,19454,155,8
CAMP01108,LumaStyle_Email_202408,2024-08-09,Email,70.15,2268,472,13
CAMP01109,LumaStyle_Organic_202408,2024-08-09,Organic,0.0,6782,159,4
CAMP01110,LumaStyle_Referral_202408,2024-08-09,Referral,0.0,1495,79,3
CAMP01111,LumaStyle_GoogleAds_202408,2024-08-10,Google Ads,169.25,8030,272,11
CAMP01112,LumaStyle_MetaAds_202408,2024-08-10,Meta Ads,276.36,15222,129,5
CAMP01113,LumaStyle_Email_202408,2024-08-10,Email,74.41,4745,910,14
CAMP01114,LumaStyle_Organic_202408,2024-08-10,Organic,0.0,4699,151,3
CAMP01115,LumaStyle_Referral_202408,2024-08-10,Referral,0.0,1464,102,4
CAMP01116,LumaStyle_GoogleAds_202408,2024-08-11,Google Ads,321.63,16683,493,13
CAMP01117,LumaStyle_MetaAds_202408,2024-08-11,Meta Ads,208.26,14434,133,5
CAMP01118,LumaStyle_Email_202408,2024-08-11,Email,50.49,2806,361,4
CAMP01119,LumaStyle_Organic_202408,2024-08-11,Organic,0.0,3298,70,1
CAMP01120,LumaStyle_Referral_202408,2024-08-11,Referral,0.0,1624,169,12
